CO_GRUPO;CO_ORGACAD;NT_GER;DELTA_MEDIO_GRADUACAO;QE_I02;QE_I04;QE_I05;QE_I06;QE_I08;QE_I09;QE_I10;QE_I11;QE_I17;QE_I20;QE_I21;QE_I22;QE_I23;QE_I24;QE_I25;QE_I26
4006;10028;62.5;1.0;D;B;D;C;C;D;B;A;B;H;A;A;C;A;H;I
4006;10028;;3.0;;;;;;;;;;;;;;;;
4006;10028;60.8;5.0;A;C;C;F;A;A;A;A;A;A;B;A;B;A;A;F
4006;10028;60.4;1.0;A;B;A;D;A;C;E;A;A;H;A;D;B;C;H;C
4006;10028;34.7;1.0;A;D;E;D;D;D;E;A;B;B;A;D;C;C;A;F
4006;10028;43.4;1.0;A;E;E;B;F;C;D;A;B;C;A;B;B;A;A;F
4006;10028;;1.0;A;E;D;B;F;B;D;A;B;G;A;A;B;C;H;A
4006;10028;42.8;2.0;A;D;D;B;B;B;A;A;D;C;B;B;C;E;H;F
4006;10028;53.4;2.0;A;C;D;B;A;B;A;A;A;C;B;B;D;E;C;F
4006;10028;71.8;4.0;A;D;B;B;B;D;B;A;A;C;A;C;E;A;A;A
4006;10028;65.0;1.0;A;E;E;A;G;B;A;A;A;C;A;B;C;A;A;A
4006;10028;;12.0;A;E;E;C;F;E;E;A;A;K;A;C;C;C;E;F
4006;10028;;6.0;;;;;;;;;;;;;;;;
4006;10028;47.3;6.0;A;B;D;B;C;B;A;A;A;B;A;A;B;E;B;F
4006;10028;44.0;9.0;A;C;E;B;C;B;A;H;A;A;A;C;C;E;E;F
4006;10028;64.7;4.0;A;C;E;B;D;E;D;A;A;A;A;D;E;A;E;F
4006;10028;49.4;1.0;A;D;D;D;A;C;A;A;A;G;B;A;D;D;A;F
4006;10028;71.4;8.0;A;F;F;B;F;B;B;A;A;C;A;C;C;A;E;F
4006;10028;45.8;4.0;A;A;C;B;B;C;A;A;A;D;B;C;B;C;H;F
4006;10028;58.8;1.0;A;D;B;B;D;C;A;A;B;C;B;A;E;A;A;A
4006;10028;72.7;1.0;A;D;C;E;C;C;A;A;A;A;B;A;C;E;B;A
4006;10028;63.1;1.0;A;D;D;E;B;C;A;A;A;C;A;A;D;A;A;F
4006;10028;44.4;1.0;A;D;D;B;C;C;C;A;A;A;B;B;B;D;H;F
4006;10028;58.5;2.0;A;F;F;D;B;C;E;A;A;G;A;B;B;E;C;C
4006;10028;46.2;1.0;A;D;D;A;D;C;D;A;A;C;B;E;B;E;A;F
4006;10028;;4.0;;;;;;;;;;;;;;;;
4006;10028;55.2;6.0;A;E;B;C;D;C;A;A;A;B;A;B;D;E;H;F
4006;10028;65.3;1.0;A;F;E;B;F;C;A;A;A;A;A;B;C;E;A;F
4003;10028;46.7;1.0;D;D;A;B;C;A;A;A;A;A;B;C;D;E;A;C
4003;10028;40.0;9.0;D;D;D;B;C;C;E;A;A;C;A;C;C;E;C;F
4003;10028;60.9;3.0;D;E;E;A;B;D;E;A;B;A;A;B;D;B;E;C
4003;10028;67.5;1.0;A;B;D;D;B;A;A;A;B;A;A;B;D;A;A;C
4003;10028;57.1;1.0;F;C;C;B;D;C;A;A;B;G;A;C;E;C;B;A
4003;10028;;1.0;A;D;B;D;A;C;B;A;A;C;B;E;E;E;H;I
4003;10028;37.7;2.0;A;D;F;B;E;C;C;A;A;C;A;B;C;E;H;A
4003;10028;51.4;1.0;F;B;D;D;C;C;A;A;A;G;A;B;B;E;E;F
4003;10028;56.4;1.0;D;F;F;D;E;C;A;A;B;G;A;B;C;D;E;A
4003;10028;35.2;3.0;A;C;D;D;B;B;A;A;A;C;B;C;C;E;E;F
4003;10028;51.8;3.0;A;B;C;B;A;B;A;A;A;H;B;C;D;E;E;C
4003;10028;37.2;2.0;D;C;E;A;C;B;A;A;A;G;A;B;E;D;E;F
4003;10028;58.8;3.0;D;C;D;B;B;C;A;A;B;G;A;B;D;E;A;A
4003;10028;35.5;2.0;D;D;D;D;C;C;D;A;A;C;A;A;C;C;E;F
4003;10028;41.9;5.0;A;D;F;C;B;B;A;A;A;C;A;A;B;A;E;F
4003;10028;48.3;2.0;A;B;B;D;B;C;D;H;A;C;B;B;D;D;E;C
4006;10028;;1.0;;;;;;;;;;;;;;;;
4006;10028;;23.0;;;;;;;;;;;;;;;;
4006;10028;;6.0;;;;;;;;;;;;;;;;
4006;10028;63.1;1.0;A;E;F;D;A;C;B;H;B;C;A;C;C;C;A;I
4006;10028;35.3;1.0;D;E;B;B;B;A;A;A;A;G;A;B;D;A;E;F
4006;10028;41.7;1.0;D;D;D;B;B;B;A;A;A;A;B;B;C;A;H;C
4006;10028;;5.0;;;;;;;;;;;;;;;;
4006;10028;42.5;0.0;D;B;B;B;B;A;B;A;A;H;A;C;E;D;C;F
72;10026;51.3;2.0;A;C;C;B;C;F;E;A;A;K;B;E;C;E;C;A
72;10026;46.6;23.0;A;E;C;B;C;E;A;A;A;C;A;D;C;D;E;A
72;10026;22.7;5.0;D;F;D;A;B;D;E;A;A;K;A;B;B;A;C;F
72;10026;57.5;7.0;A;B;B;C;E;E;E;A;A;K;A;B;D;A;E;F
72;10026;40.7;6.0;A;D;C;B;B;F;E;A;A;B;B;B;B;D;H;G
72;10026;43.7;0.0;A;C;B;B;B;B;A;A;A;H;A;C;D;B;A;F
72;10026;26.6;1.0;D;D;D;B;B;C;B;A;A;G;B;B;C;A;A;C
72;10026;21.9;1.0;A;C;E;F;B;D;E;A;B;C;A;A;B;E;H;I
72;10026;32.9;0.0;A;E;D;A;C;D;E;H;A;A;A;D;B;A;A;F
72;10026;32.4;3.0;C;D;D;D;C;D;D;A;B;A;A;B;C;A;A;A
72;10026;54.5;1.0;A;D;D;B;A;B;A;A;A;J;B;C;E;C;E;I
72;10026;44.4;7.0;A;D;D;C;C;F;E;A;A;J;A;A;B;A;C;F
72;10026;45.0;2.0;A;C;F;D;D;B;A;A;A;A;A;C;B;A;A;I
72;10026;55.2;3.0;A;D;E;C;C;F;E;I;A;C;A;B;B;A;E;A
72;10026;65.4;1.0;A;F;D;B;E;E;E;A;A;C;A;B;B;A;E;G
72;10026;29.0;7.0;D;A;A;B;D;E;E;A;A;G;B;B;B;D;A;F
72;10026;39.3;3.0;A;D;D;B;C;D;E;A;B;A;B;A;B;A;C;F
72;10026;34.5;1.0;A;D;D;D;B;B;A;A;A;C;B;B;B;A;C;A
72;10026;38.3;1.0;A;F;F;B;E;B;A;A;B;C;A;A;B;A;A;A
72;10026;;1.0;;;;;;;;;;;;;;;;
72;10026;56.1;15.0;A;E;F;C;E;F;E;A;B;G;A;B;B;A;C;A
72;10026;32.8;1.0;A;C;F;B;C;C;A;A;B;A;A;A;B;E;H;A
72;10026;49.4;1.0;A;D;D;D;C;B;B;A;B;G;B;B;C;A;A;G
72;10026;47.0;5.0;A;B;B;B;C;D;E;A;A;A;B;B;B;E;H;I
72;10026;53.8;16.0;D;D;F;A;D;D;E;A;A;G;A;C;C;A;C;F
72;10026;39.0;2.0;A;F;F;B;D;C;E;A;A;J;A;B;D;C;A;F
72;10026;59.4;6.0;A;E;E;B;C;D;E;A;B;G;A;B;B;A;A;A
72;10026;31.8;6.0;A;E;D;B;C;C;A;A;A;G;A;A;B;A;H;C
72;10026;33.1;3.0;D;A;E;F;A;F;E;H;A;C;A;A;B;A;A;C
72;10026;44.6;4.0;A;C;C;D;E;F;E;A;A;A;B;E;E;E;A;A
72;10026;51.8;3.0;A;E;D;B;F;C;A;A;B;A;A;B;D;D;B;A
72;10026;;1.0;A;D;E;D;C;D;D;A;A;G;A;D;C;E;E;F
72;10026;;2.0;;;;;;;;;;;;;;;;
72;10026;50.1;2.0;A;C;C;B;C;C;B;A;B;C;B;B;B;A;A;A
72;10026;26.0;17.0;A;D;C;B;D;E;E;A;A;A;A;B;B;A;E;A
72;10026;40.5;8.0;B;B;F;A;C;D;E;A;B;A;A;E;E;A;C;A
72;10026;46.2;4.0;D;B;B;B;B;D;A;A;A;B;B;C;B;C;A;C
72;10026;40.5;1.0;A;F;D;B;F;C;E;A;B;C;A;A;B;A;C;A
72;10026;46.6;17.0;D;B;B;B;B;E;E;A;A;G;B;B;C;E;A;C
72;10026;49.0;9.0;A;D;D;B;C;C;A;F;A;H;A;B;D;C;C;I
72;10026;52.5;5.0;D;E;D;D;D;C;E;A;A;K;A;B;B;D;A;A
72;10026;38.3;1.0;A;C;E;B;E;C;A;A;E;G;A;A;C;A;A;A
72;10026;27.3;11.0;A;F;E;D;A;D;A;A;B;A;A;C;B;A;A;A
72;10026;58.2;4.0;A;E;D;B;C;D;E;A;A;C;A;A;D;A;A;A
72;10026;37.0;1.0;A;D;C;B;D;C;A;A;A;A;B;A;C;D;E;A
72;10026;50.3;1.0;A;D;D;B;C;D;A;A;A;G;B;A;B;C;H;A
72;10026;60.9;6.0;A;E;D;B;F;C;E;A;B;A;A;B;B;D;A;I
72;10026;37.7;2.0;B;C;E;B;B;B;A;A;A;C;A;B;C;A;C;A
72;10026;52.5;12.0;A;D;E;B;D;C;E;A;A;C;A;B;E;A;A;A
72;10026;39.4;2.0;A;E;D;A;A;C;D;A;E;A;B;C;C;A;A;A
72;10026;47.9;5.0;A;D;D;B;E;E;E;A;A;J;B;A;C;A;C;F
72;10026;46.5;5.0;A;D;D;B;B;B;A;A;A;A;A;B;A;D;H;A
72;10026;63.6;1.0;A;D;D;F;C;C;A;A;B;A;A;E;B;A;E;A
72;10026;49.3;4.0;A;D;E;D;F;D;E;A;A;C;A;B;B;A;A;D
72;10026;56.5;3.0;A;E;E;B;E;C;B;A;A;A;A;C;C;A;B;F
72;10026;37.4;1.0;A;C;D;B;B;B;A;A;A;C;B;C;B;A;E;F
72;10026;40.1;4.0;A;E;C;C;D;E;E;A;A;C;A;B;B;A;E;F
72;10026;45.4;2.0;A;E;D;B;E;E;D;A;B;G;A;B;C;C;A;A
72;10026;72.9;9.0;C;E;C;B;E;C;D;A;B;C;A;C;C;A;A;A
72;10026;60.7;1.0;A;D;D;D;C;C;E;A;B;A;B;B;C;E;A;A
72;10026;43.8;3.0;A;F;D;B;E;C;D;A;B;A;A;D;C;C;A;F
72;10026;61.6;8.0;A;B;C;C;C;F;E;A;A;B;B;C;D;B;H;I
72;10026;49.2;3.0;D;D;D;B;E;C;D;A;A;A;A;B;A;A;H;I
72;10026;64.9;2.0;D;D;E;F;E;C;D;A;B;C;A;E;C;A;E;F
72;10026;35.9;3.0;A;E;D;B;C;E;E;A;A;C;B;C;C;A;A;A
4006;10028;45.5;1.0;D;A;A;B;D;E;E;B;A;C;B;B;B;D;E;B
4006;10028;57.9;1.0;B;F;D;B;A;F;D;C;A;A;A;A;D;E;A;H
4006;10028;64.4;1.0;A;D;D;C;F;E;E;J;A;B;A;C;C;E;A;C
4006;10028;48.3;1.0;A;E;E;B;E;D;E;H;B;C;A;D;B;E;C;F
4006;10028;50.6;1.0;A;E;E;B;D;E;E;H;D;A;A;D;B;E;C;F
4006;10028;44.0;1.0;A;B;F;B;E;D;C;B;D;A;A;A;C;E;A;C
4006;10028;52.7;1.0;D;B;D;B;C;F;A;B;B;A;B;E;D;E;A;F
4006;10028;46.6;1.0;A;E;D;B;E;B;A;B;A;G;A;B;C;C;E;F
4006;10028;37.8;1.0;D;B;B;C;B;E;E;H;A;K;B;E;C;E;E;F
4006;10028;56.6;1.0;A;C;E;B;D;C;E;J;A;C;A;B;C;E;A;F
4006;10028;44.3;1.0;D;A;D;B;C;E;E;H;A;B;A;C;B;E;C;F
4006;10028;64.7;1.0;A;C;C;B;B;A;A;C;A;C;B;C;B;A;C;F
4006;10028;54.4;1.0;E;A;B;B;C;C;E;H;A;K;B;C;C;E;A;F
4006;10028;54.0;3.0;A;B;D;B;E;E;E;H;A;H;A;C;C;C;E;E
4006;10028;34.6;1.0;A;D;D;B;B;D;E;H;A;C;B;C;C;E;E;F
4006;10028;50.0;1.0;A;B;D;B;E;C;A;E;A;K;B;C;B;E;E;F
4006;10028;42.6;2.0;B;D;D;B;E;C;E;H;A;G;B;C;B;E;E;F
72;10026;58.6;15.0;D;B;B;B;D;E;E;A;A;A;A;B;C;C;H;A
72;10026;31.4;2.0;A;B;C;B;B;D;E;A;A;G;A;C;D;A;E;F
72;10026;59.7;1.0;A;D;D;A;D;D;E;A;A;A;B;A;D;A;C;F
72;10026;44.6;1.0;D;D;F;B;D;D;E;A;A;A;A;B;D;E;C;C
72;10026;54.6;1.0;A;D;C;B;E;C;E;A;B;C;B;B;C;D;E;F
72;10026;45.8;10.0;A;B;D;A;A;C;E;A;A;C;A;B;C;A;C;A
72;10026;47.7;5.0;F;E;E;C;E;E;E;A;A;B;A;A;D;A;E;F
72;10026;36.1;2.0;A;D;C;A;C;E;E;A;B;K;A;B;B;A;E;A
72;10026;36.6;15.0;D;B;B;C;A;B;A;A;A;C;A;C;E;A;H;A
72;10026;52.7;1.0;A;C;D;B;D;D;E;A;A;K;B;B;C;A;E;A
72;10026;52.1;4.0;A;D;B;B;C;B;E;A;A;C;B;D;E;A;A;F
72;10026;49.7;1.0;A;B;C;B;C;E;E;A;A;G;B;B;B;A;H;C
72;10026;62.2;5.0;D;A;B;B;A;C;B;A;D;A;B;C;C;A;A;F
72;10026;61.2;9.0;A;D;C;A;D;F;E;A;A;A;B;A;A;A;C;F
72;10026;73.1;14.0;A;B;A;A;B;E;D;A;A;A;A;B;D;A;A;F
72;10026;64.9;1.0;A;D;D;B;B;E;D;A;A;C;B;D;B;A;A;A
72;10026;53.7;1.0;A;D;E;A;B;E;E;A;B;A;A;C;C;A;A;F
72;10026;52.3;1.0;A;B;B;A;A;C;E;A;A;C;B;E;D;A;H;F
72;10026;60.4;1.0;D;D;D;B;E;E;E;A;A;A;A;B;B;E;E;A
72;10026;41.6;3.0;A;D;B;B;A;B;C;A;A;B;B;A;E;E;H;A
72;10026;56.7;1.0;A;D;C;B;B;C;E;A;A;C;A;B;C;A;A;F
72;10026;60.1;1.0;A;C;E;B;E;D;E;A;A;C;A;A;B;A;A;F
72;10026;58.4;1.0;A;C;D;B;B;E;E;A;A;A;B;B;C;A;A;C
72;10026;;1.0;A;B;D;B;C;F;E;A;A;J;A;A;B;A;A;C
72;10026;45.8;3.0;A;D;F;B;C;E;E;A;A;H;A;C;B;A;E;A
72;10026;50.5;1.0;C;E;E;B;B;D;E;A;A;A;A;B;C;C;G;A
72;10026;60.9;2.0;D;B;B;B;F;D;A;A;A;A;B;D;A;E;E;A
4004;10022;38.1;1.0;A;E;E;B;D;E;E;B;A;A;A;B;B;E;A;C
4004;10022;40.7;11.0;A;B;C;D;C;D;E;E;A;C;A;B;E;E;E;F
4004;10022;32.0;7.0;D;D;D;A;E;C;E;B;B;D;A;C;B;C;H;E
4004;10022;43.5;2.0;A;D;F;D;C;D;E;B;A;G;A;B;B;E;H;I
4004;10022;39.6;3.0;D;D;D;B;B;B;A;B;B;C;A;C;B;E;E;C
4004;10022;43.5;1.0;A;C;E;B;D;B;A;B;B;G;A;A;C;E;E;I
4004;10022;35.7;2.0;B;D;D;B;E;B;A;B;B;C;A;B;C;E;H;I
4004;10022;35.4;6.0;A;B;C;C;B;F;E;B;A;B;B;B;B;E;E;E
4004;10022;;1.0;;;;;;;;;;;;;;;;
4004;10022;31.0;14.0;A;E;E;C;D;D;E;I;E;D;A;D;C;E;A;F
4004;10022;;1.0;;;;;;;;;;;;;;;;
4004;10022;39.8;12.0;A;C;D;A;C;D;D;B;B;A;A;C;B;E;E;C
4004;10022;29.1;11.0;A;C;B;C;B;F;E;B;B;K;B;A;D;E;E;C
4004;10022;22.9;7.0;D;D;D;C;C;D;E;B;A;A;A;B;B;E;A;F
4004;10022;28.9;5.0;A;B;C;A;A;C;E;H;B;C;B;B;C;E;E;C
4004;10022;36.0;10.0;B;B;B;C;C;E;E;B;A;G;A;A;A;E;H;I
4004;10022;36.4;9.0;A;D;D;C;C;F;E;B;A;K;A;E;E;E;E;F
4004;10022;35.3;1.0;A;B;F;C;A;C;E;H;E;K;A;B;B;E;C;E
4004;10022;17.8;1.0;A;D;E;B;D;C;E;B;B;C;A;B;A;E;B;I
4004;10022;;24.0;;;;;;;;;;;;;;;;
72;10026;58.7;5.0;A;E;D;C;B;C;B;A;A;C;A;E;E;A;C;F
72;10026;48.1;4.0;A;B;F;B;E;E;E;A;A;A;A;E;A;A;A;A
72;10026;35.8;2.0;A;E;D;B;B;E;E;A;B;G;B;C;C;E;B;A
72;10026;49.6;18.0;B;B;C;B;D;D;D;A;D;B;A;C;C;E;H;A
72;10026;39.3;2.0;D;B;B;A;A;B;B;A;A;C;B;B;C;A;E;F
72;10026;;10.0;;;;;;;;;;;;;;;;
72;10026;36.2;2.0;A;D;C;C;C;D;E;A;B;C;A;B;B;E;A;F
72;10026;43.2;3.0;A;D;D;B;E;C;D;A;B;G;B;B;B;A;H;C
72;10026;51.6;6.0;A;B;E;B;C;B;B;A;B;C;A;C;B;A;C;A
72;10026;49.8;1.0;A;D;E;B;D;C;A;A;A;G;B;C;C;C;A;F
72;10026;38.8;1.0;D;A;B;B;F;F;E;A;A;C;B;B;B;C;A;C
72;10026;;6.0;;;;;;;;;;;;;;;;
72;10026;28.9;6.0;A;D;C;C;E;D;E;A;A;A;A;B;B;A;A;F
72;10026;47.9;2.0;A;C;D;B;D;D;E;A;A;A;A;C;B;D;C;A
72;10026;49.8;2.0;A;C;B;B;D;E;E;A;A;A;B;D;B;A;A;A
72;10026;43.0;3.0;A;E;D;B;E;C;E;A;A;C;A;C;B;C;A;G
72;10026;58.6;4.0;D;B;C;C;D;F;E;A;A;A;B;B;B;A;C;I
72;10026;49.5;1.0;B;E;E;B;B;B;A;A;A;C;B;B;E;E;B;A
72;10026;56.0;5.0;A;B;D;B;F;D;E;A;B;A;B;A;A;E;C;F
72;10026;46.4;1.0;A;D;C;B;D;E;E;A;A;A;B;B;B;A;A;H
72;10026;34.1;19.0;A;D;E;C;D;F;E;A;D;B;A;C;E;A;H;A
72;10026;25.0;3.0;A;D;D;B;B;D;E;H;A;A;B;A;C;B;H;A
72;10026;;10.0;;;;;;;;;;;;;;;;
72;10026;;1.0;;;;;;;;;;;;;;;;
72;10026;49.6;3.0;A;D;E;B;F;D;E;A;A;G;A;E;C;A;A;A
72;10026;64.1;1.0;A;D;F;B;C;D;E;A;B;B;A;C;D;A;H;A
72;10026;42.6;2.0;A;F;F;B;D;C;E;A;A;K;A;A;C;A;A;A
72;10026;56.4;2.0;A;D;D;B;B;C;D;B;B;B;B;B;C;D;G;A
72;10026;;13.0;D;B;C;C;C;C;E;A;A;B;A;C;B;A;E;A
72;10026;46.0;1.0;D;B;B;C;A;B;A;A;A;K;A;C;C;A;E;F
72;10026;35.8;6.0;D;C;E;C;E;F;E;A;A;C;A;E;D;A;A;A
72;10026;50.6;1.0;A;F;E;B;F;C;E;A;A;A;A;A;A;A;A;A
72;10026;48.8;1.0;A;D;E;C;C;F;E;A;B;C;A;B;B;A;A;A
72;10026;29.7;2.0;A;B;B;C;C;F;E;A;A;K;A;B;B;A;C;A
72;10026;49.0;4.0;A;E;F;B;E;C;B;A;B;B;A;C;E;A;B;A
72;10026;55.8;2.0;A;C;C;B;C;C;A;A;A;C;B;B;B;A;A;C
72;10026;32.2;1.0;D;D;E;B;D;C;E;A;A;A;A;A;A;A;H;A
72;10026;22.0;4.0;A;A;B;B;C;C;D;A;A;H;B;E;B;A;E;A
72;10026;41.6;13.0;D;E;E;C;D;D;E;A;E;H;A;B;C;C;C;F
72;10026;32.7;6.0;A;E;E;C;C;E;E;A;A;K;A;B;C;A;E;F
72;10026;26.7;4.0;A;D;D;C;B;E;E;A;A;C;A;B;B;E;C;F
72;10026;31.7;4.0;A;D;F;A;B;C;E;A;D;C;A;A;A;E;G;A
72;10026;38.3;5.0;D;D;B;C;B;E;E;A;A;C;B;A;B;D;A;A
72;10026;45.0;7.0;A;B;F;B;B;D;E;A;A;A;A;B;B;A;A;C
72;10026;55.8;1.0;B;B;B;B;B;E;E;A;A;A;B;A;B;A;E;F
72;10026;;3.0;;;;;;;;;;;;;;;;
72;10026;36.6;1.0;A;C;E;B;C;E;E;A;A;A;A;C;C;A;E;A
72;10026;;3.0;;;;;;;;;;;;;;;;
72;10026;43.3;14.0;A;B;B;A;B;F;E;A;A;H;A;C;B;A;C;A
72;10026;31.3;1.0;A;B;C;C;B;F;E;A;A;H;B;B;B;A;E;F
72;10026;24.2;2.0;A;C;D;B;C;D;E;A;A;G;B;A;B;A;H;C
4003;10028;65.7;1.0;A;E;E;D;B;B;A;A;B;G;A;B;E;D;G;I
4003;10028;55.4;0.0;A;D;D;B;E;C;A;A;D;C;A;B;D;A;A;C
4003;10028;38.8;1.0;A;D;D;B;F;C;A;A;B;K;A;D;E;A;A;A
4003;10028;68.0;1.0;F;F;E;B;F;C;D;A;B;A;A;B;D;E;E;F
4003;10028;55.2;2.0;A;E;F;B;D;D;A;A;B;G;A;E;E;A;E;F
4003;10028;64.3;1.0;A;E;E;B;E;C;C;A;B;G;A;B;D;C;E;A
4003;10028;50.9;1.0;A;D;E;B;D;B;A;A;B;C;A;A;C;A;A;A
4003;10028;58.3;1.0;A;E;F;B;F;B;A;A;B;E;A;E;E;E;E;F
4003;10028;67.4;1.0;D;F;E;B;F;C;A;A;B;G;A;B;E;A;A;A
4003;10028;51.9;0.0;B;F;F;B;F;C;A;A;B;C;A;A;E;D;B;A
4003;10028;;0.0;B;F;F;B;F;B;C;A;B;G;A;D;E;A;E;F
4003;10028;48.3;0.0;D;D;E;B;F;C;C;A;B;C;A;B;D;E;E;A
4003;10028;42.7;1.0;A;E;E;B;B;E;A;A;A;C;A;A;D;E;A;A
4003;10028;51.7;1.0;A;D;E;A;D;C;E;A;B;C;A;B;D;E;H;F
4003;10028;47.3;0.0;A;F;F;B;F;E;C;A;B;G;A;A;E;E;E;F
4003;10028;64.9;0.0;A;F;F;B;E;D;C;A;B;G;A;E;C;E;E;F
4003;10028;44.6;1.0;D;E;F;B;F;B;A;A;B;E;A;B;B;A;C;A
4003;10028;46.0;1.0;A;E;E;B;E;B;A;A;B;A;A;B;E;E;A;F
4003;10028;72.5;1.0;D;E;E;B;E;C;A;A;B;C;A;C;E;C;E;F
4003;10028;73.9;1.0;A;E;E;B;E;B;B;A;B;I;A;B;B;E;C;A
4003;10028;45.9;5.0;A;D;F;B;F;C;C;A;B;C;A;C;C;A;C;F
4003;10028;31.3;1.0;C;F;F;B;F;E;A;A;B;C;A;B;D;E;E;F
4003;10028;57.7;1.0;A;E;E;B;F;C;A;A;B;K;A;A;A;E;H;F
4003;10028;;1.0;;;;;;;;;;;;;;;;
4003;10028;44.7;1.0;A;E;E;B;F;C;C;A;B;A;A;D;C;E;B;F
4003;10028;46.9;1.0;A;F;F;B;F;B;A;A;B;G;A;E;C;A;H;I
4003;10028;30.6;1.0;A;F;F;B;E;B;D;A;B;G;A;A;B;E;E;A
4003;10028;77.2;1.0;A;E;E;B;F;C;A;A;B;A;A;C;C;C;A;F
4003;10028;;0.0;D;F;E;B;F;D;D;A;B;C;A;B;D;A;E;F
4003;10028;;13.0;;;;;;;;;;;;;;;;
4003;10028;55.8;1.0;A;F;D;B;G;D;E;A;B;A;A;A;C;A;E;F
4003;10028;47.5;1.0;C;E;E;B;F;D;E;A;B;K;A;B;C;A;E;A
4003;10028;62.2;2.0;F;E;E;B;E;C;D;A;A;H;A;B;C;E;A;A
4003;10028;;1.0;;;;;;;;;;;;;;;;
4003;10028;65.5;1.0;A;D;E;B;E;C;A;A;B;G;A;B;C;A;A;A
4003;10028;;1.0;D;C;F;D;F;D;E;A;B;B;A;B;C;E;E;I
4003;10028;37.7;1.0;;;;;;;;;;;;;;;;
4003;10028;43.9;1.0;B;D;D;B;A;B;A;A;A;C;B;C;B;A;H;F
4003;10028;56.4;0.0;B;D;F;B;F;B;A;A;B;C;A;B;D;D;A;F
4003;10028;54.9;2.0;A;D;D;B;F;C;C;A;B;K;B;B;C;C;E;F
4003;10028;62.3;3.0;A;C;D;B;C;E;E;A;B;C;B;A;D;E;E;F
4003;10028;54.8;1.0;A;F;F;B;G;C;E;A;B;C;A;A;C;E;H;A
4003;10028;63.6;1.0;A;F;E;B;D;D;E;A;B;C;A;B;C;C;E;F
4003;10028;;0.0;;;;;;;;;;;;;;;;
4003;10028;85.9;2.0;A;F;F;B;F;C;A;A;B;A;A;C;E;E;B;F
4003;10028;61.1;1.0;A;E;D;B;F;C;E;A;B;C;A;B;E;A;E;F
4003;10028;76.1;0.0;A;D;D;B;D;C;A;A;A;C;A;B;C;A;A;F
4003;10028;;1.0;;;;;;;;;;;;;;;;
4003;10028;63.5;1.0;A;E;D;B;D;B;A;A;B;G;A;C;D;E;E;A
4003;10028;43.9;1.0;A;E;F;B;F;B;A;A;B;B;A;B;D;A;E;A
4003;10028;58.0;0.0;A;E;D;B;D;B;A;A;B;G;A;C;E;E;E;A
4003;10028;60.8;1.0;A;F;E;B;F;B;A;A;B;C;A;B;E;E;A;F
4003;10028;49.9;1.0;A;F;F;B;G;C;A;A;B;C;A;D;D;A;H;F
4003;10028;26.0;1.0;A;F;F;B;G;C;E;A;B;A;A;C;E;E;E;A
4003;10028;54.2;1.0;A;D;D;A;C;C;A;A;A;G;A;C;E;A;E;F
4003;10028;35.6;1.0;D;E;F;B;F;B;B;A;B;B;A;B;C;E;E;A
4003;10028;41.1;1.0;A;D;E;B;E;E;D;A;B;A;A;C;B;E;A;F
4003;10028;72.1;1.0;C;F;E;B;E;B;A;A;B;G;A;C;D;E;H;F
4003;10028;57.9;3.0;A;E;E;B;D;C;C;I;B;H;A;C;B;A;B;A
4003;10028;;2.0;;;;;;;;;;;;;;;;
4003;10028;68.3;1.0;C;F;E;B;F;B;A;A;B;G;A;A;C;A;E;F
4003;10028;56.6;1.0;A;F;E;C;D;C;C;A;B;G;A;B;C;E;E;F
4004;10028;67.3;1.0;A;E;D;A;E;B;A;A;B;C;A;B;C;A;H;I
4004;10028;53.6;10.0;D;D;D;D;C;B;A;A;A;C;A;E;B;D;A;A
4004;10028;45.4;6.0;A;B;C;D;C;B;D;A;E;C;A;D;C;E;E;A
4004;10028;25.3;1.0;A;C;B;B;A;B;A;A;A;C;B;A;B;C;A;A
4004;10028;66.0;1.0;B;F;E;D;F;B;A;A;A;D;A;A;E;C;E;F
4004;10028;43.7;3.0;D;B;D;B;C;C;D;A;A;G;B;C;D;E;A;A
4004;10028;;1.0;D;E;D;B;D;C;E;A;B;C;A;E;D;A;E;A
4004;10028;51.2;2.0;A;D;D;B;E;B;A;A;B;B;A;B;E;E;C;G
4004;10028;43.7;5.0;A;C;C;B;C;B;A;A;B;C;B;A;D;E;A;C
4004;10028;58.3;1.0;D;E;B;B;C;B;A;A;A;A;A;E;D;E;E;C
4004;10028;;1.0;;;;;;;;;;;;;;;;
4004;10028;52.2;1.0;D;E;D;D;B;B;B;A;A;C;A;A;C;B;A;F
4004;10028;67.1;1.0;F;D;B;F;B;A;A;A;A;H;B;C;D;D;A;C
4004;10028;52.3;3.0;A;D;E;B;B;C;A;A;A;C;A;B;E;D;C;F
4004;10028;29.8;3.0;A;B;E;D;C;C;E;A;A;C;A;B;C;D;C;C
4004;10028;36.3;1.0;D;F;D;B;D;B;B;A;B;H;A;B;C;A;A;A
4004;10028;44.6;2.0;F;F;C;D;E;B;A;A;B;H;A;A;B;A;H;A
4004;10028;;4.0;;;;;;;;;;;;;;;;
4004;10028;55.1;3.0;A;B;C;D;C;B;A;A;A;C;B;C;E;A;E;F
4004;10028;49.8;5.0;A;E;E;D;E;B;B;H;B;A;A;A;E;E;C;C
4004;10028;39.3;3.0;A;B;F;B;B;B;A;A;A;C;A;C;E;E;E;A
4004;10028;41.0;1.0;A;B;E;D;B;C;A;A;A;H;A;B;C;D;E;C
